time,acc,pos,vel(ground truth)
0.0,0.08299628147855667,1.6677085461648034,10.0
0.1,0.5702342864422352,2.3385837362328803,10.062666616782153
0.2,1.0562013690699203,2.6391337652215916,10.18701156036458
0.30000000000000004,1.802061968993461,3.5314517561273555,10.371073836706918
0.4,2.321981947766456,5.3537655769995665,10.611950673757777
0.5,2.7983609268298992,6.200189151140043,10.905843299904014
0.6000000000000001,3.5261724062829307,6.72394356792626,11.248116852868357
0.7000000000000001,3.867700539605271,8.918254957266031,11.633373474256253
0.8,4.175595805931256,9.014002190142339,12.05553743700726
0.9,4.629434635219733,11.317917687542645,12.507950963240269
1.0,4.650891076925456,11.672848451295469,12.983479221387846
1.1,4.930630415873305,13.332492536622834,13.47462284675219
1.2000000000000002,4.946992867423684,15.18637329978182,13.973636210966326
1.3,4.947094114594696,17.010396492190814,14.472649575180462
1.4000000000000001,4.934910854586795,18.23997726334506,14.963793200544806
1.5,4.840150468535984,19.134172650711097,15.439321458692383
1.6,4.361149624085607,21.419302014273995,15.891734984925392
1.7000000000000002,4.092191395631493,22.97904529543081,16.3138989476764
1.8,3.841159690785634,23.46686633974282,16.699155569064295
1.9000000000000001,3.36974931762043,26.096918709593496,17.04142912202864
2.0,2.887087315372574,27.443376661738338,17.335321748174877
2.1,2.4277685515411105,29.229403553022188,17.576198585225733
2.2,1.9215002848691671,31.200445982953937,17.760260861568074
2.3000000000000003,1.207566849723642,32.14682756511186,17.8846058051505
2.4000000000000004,0.7132865600412417,34.79670080350232,17.947272421932652
2.5,0.017401764711422484,36.14951058871465,17.947272421932652
2.6,-0.6689077764729104,38.236645971689235,17.8846058051505
2.7,-1.074823066516048,41.005510329956095,17.76026086156807
2.8000000000000003,-1.8246004772553825,41.32042893705801,17.576198585225733
2.9000000000000004,-2.341761423257474,43.810738237264104,17.335321748174877
3.0,-2.921974822478137,45.336957543359496,17.04142912202864
3.1,-3.4719786405276603,46.768410174049386,16.699155569064295
3.2,-3.9461040208510907,47.88821785347179,16.3138989476764
3.3000000000000003,-4.264452796607971,50.16396778933686,15.891734984925392
3.4000000000000004,-4.619846629334677,51.41343179087802,15.439321458692383
3.5,-4.877851937675692,52.7446102657481,14.963793200544806
3.6,-4.904691436688374,55.292298936788455,14.472649575180462
3.7,-5.097287706136299,56.14503821027521,13.973636210966326
3.8000000000000003,-5.070753815428679,56.90503933820276,13.47462284675219
3.9000000000000004,-5.0389182111451944,57.42678236619699,12.983479221387846
4.0,-4.745197588662384,60.038462300236304,12.507950963240269
4.1000000000000005,-4.297177186042443,60.773390119879586,12.055537437007258
4.2,-4.381090477512417,62.52483097098321,11.633373474256251
4.3,-3.8193031225404575,63.64515708752788,11.248116852868357
4.4,-3.460674927702862,64.00811386703091,10.905843299904012
4.5,-2.9056603620305146,66.16698059841708,10.611950673757775
4.6000000000000005,-2.490643961202376,67.18543933744323,10.371073836706918
4.7,-1.9001411931913013,67.97613608193024,10.18701156036458
4.800000000000001,-0.9534766199304741,68.12004879966818,10.06266661678215
4.9,-0.6941167188711134,69.46039237092094,10.0
5.0,-0.06522452362802435,70.80376681517664,10.0
5.1000000000000005,0.6504487389872023,71.91725216015409,10.062666616782153
5.2,1.327667070682455,72.823843049929,10.18701156036458
5.300000000000001,1.7421594275927443,73.17311561226433,10.371073836706918
5.4,2.476201124106197,74.95799370365778,10.611950673757777
5.5,2.8845710472545947,76.10734366403555,10.905843299904014
5.6000000000000005,3.3713441360704035,77.38543662215537,11.248116852868357
5.7,3.88258991101703,78.14255513581352,11.633373474256253
5.800000000000001,4.243957236532602,78.39849090769701,12.05553743700726
5.9,4.491344819448602,81.07319594544897,12.507950963240269
6.0,4.597350280692619,82.43675670003067,12.983479221387846
6.1000000000000005,4.746439822565821,84.00295112432394,13.47462284675219
6.2,4.8937867894338085,83.88077035684911,13.973636210966326
6.300000000000001,4.978194254805006,87.13731719102913,14.472649575180462
6.4,5.052739267120243,86.66242890035794,14.963793200544806
6.5,4.792442411987724,89.68040364312922,15.439321458692383
6.6000000000000005,4.589644561077011,90.67382247767057,15.891734984925394
6.7,3.995669796044933,91.55757025371236,16.3138989476764
6.800000000000001,3.711443660809286,94.75424215423592,16.699155569064295
6.9,3.3813088409715757,95.27294987296575,17.04142912202864
7.0,2.937346078645925,96.80842379496272,17.335321748174877
7.1000000000000005,2.5756524120817486,97.74952524216698,17.576198585225733
7.2,1.827381413726607,101.23150584652576,17.76026086156807
7.300000000000001,1.4316650073648844,102.48354694270958,17.8846058051505
7.4,0.68323364618917,104.53573454073307,17.947272421932652
7.5,0.05663732459952351,105.85889550180244,17.947272421932652
7.6000000000000005,-0.655419885004019,107.51501758168408,17.8846058051505
7.7,-1.3499796885372572,109.56319079032589,17.76026086156807
7.800000000000001,-1.7403105573607687,110.81249484633071,17.576198585225733
7.9,-2.415633277363935,113.02734354035715,17.335321748174874
8.0,-3.0147641561557643,115.2627714079252,17.04142912202864
8.1,-3.4272733857152526,116.69332095363151,16.699155569064295
8.200000000000001,-3.7741288541705673,117.6312989103568,16.3138989476764
8.3,-4.385596776507323,120.24614172399194,15.89173498492539
8.4,-4.405745743963072,120.7039456391655,15.43932145869238
8.5,-4.7921684569822895,122.76216008281457,14.963793200544803
8.6,-4.9956346868713295,124.18897973896168,14.472649575180458
8.700000000000001,-4.8925775793920305,125.41612216862153,13.973636210966323
8.8,-4.941258457041704,126.41334079473785,13.474622846752187
8.9,-4.863845758761879,127.5991099477983,12.983479221387842
9.0,-4.783105017824434,128.57483124004077,12.507950963240265
9.1,-4.529134487293203,130.71334950138643,12.055537437007256
9.200000000000001,-4.422809008313094,133.43794713499904,11.63337347425625
9.3,-3.908043142618339,132.84948181196256,11.248116852868355
9.4,-3.3187332578087516,134.2971526872124,10.90584329990401
9.5,-3.214714118496652,134.847009167258,10.611950673757773
9.600000000000001,-2.3767346030085093,136.14448708905758,10.371073836706916
9.700000000000001,-1.7526769809403049,136.7293837214639,10.187011560364578
9.8,-1.2993107327067388,137.5528797506624,10.06266661678215
9.9,-0.814854162902693,138.93416733934433,10.0
