time,acc,pos,vel(ground truth)
0.0,-0.10293520510200267,2.4888980113278305,25.0
0.1,0.05422519170888354,5.079488658646265,24.99685842801722
0.2,-0.06976827076884852,7.3392965135137525,24.990575408075543
0.30000000000000004,0.07662223234604074,10.42066228315244,24.98115118821784
0.4,0.04176126423977905,12.631749522308334,24.96858614049617
0.5,-0.20887470732804736,15.295586822987486,24.952880760957107
0.6000000000000001,-0.1201350616271706,17.3618865390148,24.93403566962214
0.7000000000000001,-0.1240360882551932,20.079403579647614,24.91205161046321
0.8,-0.287763355362131,22.538049893018233,24.886929451373323
0.9,-0.4439777199596654,25.187876461427322,24.85867018413231
1.0,-0.21871855721639066,27.47297252707537,24.827274924367654
1.1,-0.21432649308746538,30.479979095960513,24.79274491151045
1.2000000000000002,-0.3108569123997167,32.58221464427759,24.755081508746485
1.3,-0.44203063824586764,35.20458524762048,24.714286202962406
1.4000000000000001,-0.4722152892259833,37.23466296792889,24.670360604687033
1.5,-0.4962204751419167,39.78573375437927,24.623306448027776
1.6,-0.6712574536071005,42.0742495275141,24.57312559060217
1.7000000000000002,-0.5811148845125758,44.68912300355574,24.51982001346454
1.8,-0.6453619125845296,47.140513120697975,24.4633918210278
1.9000000000000001,-0.7318329512133781,49.46094126170469,24.403843240980365
2.0,-0.6955326560900326,51.98355052683512,24.341176624198212
2.1,-0.5591553491638268,54.52121531219224,24.275394444652072
2.2,-0.7998213125539123,56.992572236863516,24.20649929930975
2.3000000000000003,-0.5868830272369908,59.484644747617224,24.134493908033626
2.4000000000000004,-0.7895094727689131,61.9293379530223,24.059381113473247
2.5,-0.8897446303667571,64.11133143184567,23.981163880953133
2.6,-0.8753276707910643,66.41306091237097,23.89984529835569
2.7,-0.9165868645567007,69.10748345149179,23.815428575999324
2.8000000000000003,-0.6615910503526063,71.24629389418921,23.727917046511685
2.9000000000000004,-0.7859354142477857,73.28568727555768,23.637314164698115
3.0,-0.9138991559588687,75.67971445866486,23.543623507405254
3.1,-0.9119004070513873,78.45439510774817,23.446848773379823
3.2,-0.9723070511085574,80.62192719020325,23.34699378312262
3.3000000000000003,-1.0990839487712254,82.978842737736,23.24406247873768
3.4000000000000004,-1.029580934147343,85.41791596692755,23.13805892377665
3.5,-1.1935277659897319,87.59591500989097,23.02898730307838
3.6,-1.050539202546087,89.92802205510307,22.91685192260369
3.7,-1.257701913822654,92.10705626693372,22.801657209265393
3.8000000000000003,-1.0326395896261147,94.32668984459382,22.68340771075353
3.9000000000000004,-1.2304737812919742,96.24023015947284,22.56210809535583
4.0,-1.17456494453638,98.67232883092589,22.4377631517734
4.1000000000000005,-1.3442789395850598,101.29045969683573,22.31037778893171
4.2,-1.339070141120567,103.234830279958,22.17995703578676
4.3,-1.3028688286442134,105.37152806130295,22.046506041126573
4.4,-1.420294387472148,107.89577020057558,21.91003007336791
4.5,-1.3690991828912347,110.0696824651056,21.770534520348296
4.6000000000000005,-1.43177145541378,112.15698930240312,21.628024889113306
4.7,-1.575489586970431,114.7271472862608,21.48250680569917
4.800000000000001,-1.5535187613603147,116.37940661700846,21.333986014910653
4.9,-1.510975340995767,118.67534459810042,21.182468380094267
5.0,-1.5128375232910287,120.74535805213095,21.027959882906792
5.1000000000000005,-1.5046439955047586,122.4942178895195,20.87046662307914
5.2,-1.5015654643252578,124.44903785155043,20.709994818175534
5.300000000000001,-1.5624647238095157,126.76349902240337,20.546550803348065
5.4,-1.5251197144559505,128.7457636550517,20.38014103108657
5.5,-1.6543479053062577,131.00342271869508,20.210772070963927
5.6000000000000005,-1.8231245730789927,132.82253847676265,20.038450609376667
5.7,-1.8097917105212513,135.10727459262833,19.86318344928104
5.800000000000001,-1.8747238417970222,136.88253012231758,19.684977509924412
5.9,-1.7729727191974336,139.4686009817677,19.50383982657214
6.0,-1.773628055424969,141.20441353441086,19.319777550229798
6.1000000000000005,-2.015272769291154,142.41354738255572,19.1327979473609
6.2,-1.8396813204645872,144.4478876440024,18.942908399599997
6.300000000000001,-1.9709491983498713,146.2593798406252,18.7501164034613
6.4,-1.8105970182865467,148.4054767052171,18.5544295700427
6.5,-1.989466136997754,150.3698014197376,18.355855624725308
6.6000000000000005,-2.2051255825524745,151.83158170163165,18.154402406868478
6.7,-2.1850284570911525,153.8674596915584,17.9500778695003
6.800000000000001,-1.9955223011794225,155.76365617808565,17.74289007900366
6.9,-1.9432648342976437,157.14723902695678,17.53284721479776
7.0,-2.1716932370772977,158.9720771077562,17.319957569015223
7.1000000000000005,-2.3169492942931442,160.69636921675377,17.104229546174743
7.2,-2.1673152659592727,162.41318619389702,16.885671662849276
7.300000000000001,-2.272400025620469,164.34202082158714,16.664292547329826
7.4,-2.2871600146087627,165.6516776601598,16.44010093928481
7.5,-2.2264125437556563,167.52300492689074,16.213105689415038
7.6000000000000005,-2.4068899102127017,169.066769043403,15.983315759104292
7.7,-2.446962444978317,170.89326710533422,15.750740220065563
7.800000000000001,-2.2888398510673715,172.12671143073618,15.515388253982897
7.9,-2.176713896859847,173.4702499619088,15.277269152148927
8.0,-2.4997234891007936,175.08537686683096,15.03639231509807
8.1,-2.5158222735513585,176.38633288831002,14.792767252235404
8.200000000000001,-2.2513818102805567,178.12229378463206,14.546403581461258
8.3,-2.4269411055641155,179.6616929779912,14.297311028791512
8.4,-2.3844192184964483,180.6767480531379,14.045499427973631
8.5,-2.6093082899050697,182.1899122691352,13.790978720098446
8.6,-2.5690860829564732,183.83713980740333,13.533758953207693
8.700000000000001,-2.760692644461799,184.9820484970696,13.273850281897339
8.8,-2.767776480046501,186.25822307688807,13.011262966916691
8.9,-2.445015343737809,187.31001373004634,12.746007374763323
9.0,-2.7448828580305222,188.89410762127534,12.478093977273824
9.1,-2.716541735201479,190.14979209892414,12.207533351210387
9.200000000000001,-2.64268282642425,191.07292268370773,11.934336177843253
9.3,-2.7187609470606446,192.43757977858837,11.658513242529038
9.4,-2.791082463213582,193.6454911950447,11.380075434284944
9.5,-2.760288571144572,194.709334355048,11.099033745358879
9.600000000000001,-2.712769023705016,195.70847447340952,10.815399270795501
9.700000000000001,-2.896653353868688,196.4680262443096,10.529183207998205
9.8,-2.7834870664942604,197.8736154850381,10.240396856287072
9.9,-3.0279460189733127,198.57234076576103,9.949051616452785
